id,name,url,img_url,category,location,booked_counts,discount_percentage,item_count,page_count,created_dt,last_updated_dt,zeroflag
999,"Chatramue (Plaza Low Yat)",http://offpeak.my/restaurant/999/chatramue-plaza-low-yat,http://offpeak.my/assets/restaurant/999/gallery/7f4e481c8f6e2f8c8cba285c5b31fde5_sq.jpg,Dessert,"Kuala Lumpur",278,15%,4,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
1002,"BRYCG @ Green House By Muir",http://offpeak.my/restaurant/1002/brycg-at-green-house-by-muir,http://offpeak.my/assets/restaurant/1002/gallery/16f61d2aa84a7fdd86d400ef54f90f73_sq.jpg,American,"Kuala Lumpur",551,20%,3,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
1005,"Garage 51 (Bandar Sunway)",http://offpeak.my/restaurant/1005/garage-51-bandar-sunway,http://offpeak.my/assets/restaurant/1005/gallery/108ecc5835dad6810979950285452d0f_sq.jpg,Café,Bistro,1198,20%,2,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
1006,"Underground Societe (Sunway)",http://offpeak.my/restaurant/1006/underground-societe-sunway,http://offpeak.my/assets/restaurant/1006/gallery/7f9fb89f9d3dc3be5bf7babda937a4dc_sq.jpg,Café,Bistro,635,20%,1,53,"2017-04-28 11:52:51","2017-04-28 11:52:51",0
1009,"Milano Coffee (Atria Shopping Gallery)",http://offpeak.my/restaurant/1009/milano-coffee-atria-shopping-gallery,http://offpeak.my/assets/restaurant/1009/gallery/3f031f1bffc1eb5ed44a3f2c6ea43cd5_sq.JPG,Café,Bistro,1029,30%,10,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1010,"Coffee Société (Publika)",http://offpeak.my/restaurant/1010/coffee-societe-publika,http://offpeak.my/assets/restaurant/1010/gallery/1591b563e5a87cf4b17da65d17ae5d97_sq.jpg,Café,Bistro,201,20%,20,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1011,"Hubba Hubba (Ceylon) @ Invito Hotel Suites",http://offpeak.my/restaurant/1011/hubba-hubba-ceylon-at-invito-hotel-suites,http://offpeak.my/assets/restaurant/1011/gallery/80c1a5bd3fd706717a56b361f4773a2f_sq.jpg,"Pub & Bar","Kuala Lumpur",11,10%,19,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1012,"Hubba Hubba (KL Sentral)",http://offpeak.my/restaurant/1012/hubba-hubba-kl-sentral,http://offpeak.my/assets/restaurant/1012/gallery/95a616ea7f1bbadccb63470ea3ab26c4_sq.jpg,Fusion,"Kuala Lumpur",244,10%,18,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1013,"Tujo Bar-serrie & Grill @ Ascott KL",http://offpeak.my/restaurant/1013/tujo-bar-serrie-grill-at-ascott-kl,http://offpeak.my/assets/restaurant/1013/gallery/1c19a5ad2fe3b4636b024bd6477cc20b_sq.jpg,International,"Kuala Lumpur",52,10%,17,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1014,"Wake Me Up (SS2)",http://offpeak.my/restaurant/1014/wake-me-up-ss2,http://offpeak.my/assets/restaurant/1014/gallery/ade6e20f63b572d7f511d32adf00e69e_sq.jpg,Fusion,Selangor,744,10%,16,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1016,"Salad Atelier (Avenue K)",http://offpeak.my/restaurant/1016/salad-atelier-avenue-k,http://offpeak.my/assets/restaurant/1016/gallery/09bc334e5d3b9a747dcf500d426c909b_sq.jpg,"Healthy eating","Kuala Lumpur",3512,30%,15,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1018,"Cafe 1961 (Ipoh)",http://offpeak.my/restaurant/1018/cafe-1961-ipoh,http://offpeak.my/assets/restaurant/1018/gallery/849b0f86446953b139d79ae929b12e05_sq.jpg,Café,Bistro,421,20%,13,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1022,"Nyonya Cuisine (Damansara Jaya)",http://offpeak.my/restaurant/1022/nyonya-cuisine-damansara-jaya,http://offpeak.my/assets/restaurant/1022/gallery/f669aa2539b2c3ef64fdd25c04d1e49c_sq.jpg,Nyonya,Selangor,320,20%,12,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1025,"Steaks & Lobsters (Sri Hartamas)",http://offpeak.my/restaurant/1025/steaks-lobsters-sri-hartamas,http://offpeak.my/assets/restaurant/1025/gallery/353ec74f97d1442dc358a5212d889320_sq.jpg,Seafood,"Kuala Lumpur",636,15%,11,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1031,"PappaRich (Atria Shopping Gallery)",http://offpeak.my/restaurant/1031/papparich-atria-shopping-gallery,http://offpeak.my/assets/restaurant/1031/gallery/f8852af38ddc387ffd02b3bf5012819e_sq.jpg,Fusion,Selangor,522,20%,13,39,"2017-04-28 11:52:39","2017-04-28 11:52:39",0
1034,"Cosans Coffee (Paradigm Mall)",http://offpeak.my/restaurant/1034/cosans-coffee-paradigm-mall,http://offpeak.my/assets/restaurant/1034/gallery/b65435b8b60d4543c8b6a4ae2aa24aad_sq.jpg,Café,Bistro,3342,30%,9,2,"2017-04-28 11:52:07","2017-04-28 11:52:07",0
1038,"J&P Magic House (KL)",http://offpeak.my/restaurant/1038/jp-magic-house-kl,http://offpeak.my/assets/restaurant/1038/gallery/403ac46714a6469c0e0c139761031f31_sq.jpg,Italian,"Kuala Lumpur",35,20%,8,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1040,"A Pie Thing (Uptown)",http://offpeak.my/restaurant/1040/a-pie-thing-uptown,http://offpeak.my/assets/restaurant/1040/gallery/ecbde998e77dc3d9e15771f75a50416a_sq.jpg,Western,Selangor,196,10%,7,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1041,"A Pie Thing (Sunway)",http://offpeak.my/restaurant/1041/a-pie-thing-sunway,http://offpeak.my/assets/restaurant/1041/gallery/e7544cfb139678b16d9454249e1bbd28_sq.jpg,Western,Selangor,664,10%,6,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1043,"Cafe Coffee Day (Pearl International)",http://offpeak.my/restaurant/1043/cafe-coffee-day-pearl-international,http://offpeak.my/assets/restaurant/1043/gallery/7065a0260c28dc1746af689216d01d63_sq.jpg,Café,Bistro,102,15%,5,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1044,"Cafe Coffee Day (Nu Sentral)",http://offpeak.my/restaurant/1044/cafe-coffee-day-nu-sentral,http://offpeak.my/assets/restaurant/1044/gallery/7eb4493517ed4de38621c5cb5f8924f7_sq.jpg,Café,Bistro,126,15%,4,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1045,"Cafe Coffee Day (KL Sentral)",http://offpeak.my/restaurant/1045/cafe-coffee-day-kl-sentral,http://offpeak.my/assets/restaurant/1045/gallery/593fe51347bc7a26b84cb8d2bc3932c4_sq.jpg,Café,Bistro,79,15%,3,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1046,"Bingsu Cafe (Damansara Utama)",http://offpeak.my/restaurant/1046/bingsu-cafe-damansara-utama,http://offpeak.my/assets/restaurant/1046/gallery/2f3ddc0fa4c13742b9e8caa0e10eed4b_sq.jpg,Dessert,Selangor,911,50%,2,52,"2017-04-28 11:52:50","2017-04-28 11:52:50",0
1050,"Paper Pepper Delights (Penang)",http://offpeak.my/restaurant/1050/paper-pepper-delights-penang,http://offpeak.my/assets/restaurant/1050/gallery/fd0279dbd201dab30206b2af9cd28161_sq.jpg,Thai,Penang,94,30%,9,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1054,"Gyukingu Japanese BBQ 牛大王 (Sri Hartamas)",http://offpeak.my/restaurant/1054/gyukingu-japanese-bbq-sri-hartamas,http://offpeak.my/assets/restaurant/1054/gallery/c1aab44fe3722d6d91b18d8a8730fe5e_sq.jpg,Japanese,"Kuala Lumpur",135,15%,20,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1055,"Blue Pumpkin By The Barista (Seri Kembangan)",http://offpeak.my/restaurant/1055/blue-pumpkin-by-the-barista-seri-kembangan,http://offpeak.my/assets/restaurant/1055/gallery/4ae936ad8a58b1215280ae7a52e3c312_sq.jpg,Café,Bistro,289,20%,19,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1056,"Okini Restaurant (Megan Avenue 2)",http://offpeak.my/restaurant/1056/okini-restaurant-megan-avenue-2,http://offpeak.my/assets/restaurant/1056/gallery/0f679035b9250c9ae61f56511312bd8b_sq.jpg,Japanese,"Kuala Lumpur",47,20%,18,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1057,"Grumpiez Green Pepper (Penang)",http://offpeak.my/restaurant/1057/grumpiez-green-pepper-penang,http://offpeak.my/assets/restaurant/1057/gallery/c159a1ce835d5d6cae5ff6ca81a3a054_sq.jpg,Mexican,Penang,96,15%,14,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1060,"Gems Restaurant (Penang)",http://offpeak.my/restaurant/1060/gems-restaurant-penang,http://offpeak.my/assets/restaurant/1060/gallery/53c56a22c63dd4aa248584eb28c31900_sq.jpg,Indian,Penang,42,20%,18,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1061,"Coffee Tea OR Me (Penang)",http://offpeak.my/restaurant/1061/coffee-tea-or-me-penang,http://offpeak.my/assets/restaurant/1061/gallery/e6c6d8f8163f72eb076180415490fedb_sq.jpg,Café,Bistro,11,10%,19,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1068,"Sweet-I (Penang)",http://offpeak.my/restaurant/1068/sweet-i-penang,http://offpeak.my/assets/restaurant/1068/gallery/d09cf0bf6118e9c7cca2cc6862bed69d_sq.jpg,Dessert,Penang,247,10%,12,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1070,"Gala House Restaurant & Bar (Penang)",http://offpeak.my/restaurant/1070/gala-house-restaurant-bar-penang,http://offpeak.my/assets/restaurant/1070/gallery/021f4ce4b844c821dac15b872b410d0e_sq.jpg,Western,Penang,147,15%,15,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1071,"Chocolate Passion (Gurney Paragon)",http://offpeak.my/restaurant/1071/chocolate-passion-gurney-paragon,http://offpeak.my/assets/restaurant/1071/gallery/e65789b84544c0b4cb9a58bb854d24dc_sq.jpg,Dessert,Penang,147,20%,1,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1073,"Chocolate Passion (Burmah Road Penang)",http://offpeak.my/restaurant/1073/chocolate-passion-burmah-road-penang,http://offpeak.my/assets/restaurant/1073/gallery/e587e70906ef3325464b39d582b2cecd_sq.jpg,Dessert,Penang,280,20%,20,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1075,"Xi Meng Ding 西门町台湾风味小食店 (Penang)",http://offpeak.my/restaurant/1075/xi-meng-ding-penang,http://offpeak.my/assets/restaurant/1075/gallery/bdb3194aed681b2815d02ac5fd6043d2_sq.jpg,Asian,Penang,274,10%,2,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1076,"Ms.Cake House (Penang)",http://offpeak.my/restaurant/1076/mscake-house-penang,http://offpeak.my/assets/restaurant/1076/gallery/c3f1a8c44f6d1394ce295252ebda493b_sq.jpg,Bakery,Penang,0,10%,4,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",1
1077,"Purrfect Cat Cafe (Penang)",http://offpeak.my/restaurant/1077/purrfect-cat-cafe-penang,http://offpeak.my/assets/restaurant/1077/gallery/83abf196f44c9e710c451702a2e12968_sq.jpg,Western,Penang,44,10%,5,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1078,"Armenian House (Penang)",http://offpeak.my/restaurant/1078/armenian-house-penang,http://offpeak.my/assets/restaurant/1078/gallery/1abc6fbc31a21cefb12741cb528bac75_sq.jpg,Café,Bistro,6,10%,11,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1081,"Garage Coffee House (Icon City Penang)",http://offpeak.my/restaurant/1081/garage-coffee-house-icon-city-penang,http://offpeak.my/assets/restaurant/1081/gallery/8655f78bb27086da474a686c75034007_sq.jpg,Café,Bistro,371,10%,15,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1083,"Cafe Cafe (Jalan Maharajalela)",http://offpeak.my/restaurant/1083/cafe-cafe-jalan-maharajalela,http://offpeak.my/assets/restaurant/1083/gallery/bb9464abff15ef16056ad616ac1cb1ff_sq.jpg,French,"Kuala Lumpur",268,20%,10,5,"2017-04-28 11:52:10","2017-04-28 11:52:10",0
1088,"Easy Brew (Penang)",http://offpeak.my/restaurant/1088/easy-brew-penang,http://offpeak.my/assets/restaurant/1088/gallery/791e5033f4fc3a3f004d2156158dff4c_sq.jpg,Western,Penang,94,20%,9,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1089,"Double Exposure Cafe (Penang)",http://offpeak.my/restaurant/1089/double-exposure-cafe-penang,http://offpeak.my/assets/restaurant/1089/gallery/df12da0483715bb751766ddd39cce974_sq.jpg,Western,Penang,21,25%,3,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1092,"Meet Up Cafe & Bar (Penang)",http://offpeak.my/restaurant/1092/meet-up-cafe-bar-penang,http://offpeak.my/assets/restaurant/1092/gallery/c68ef5ecb05817d48201e5702ecfd389_sq.jpg,Café,Bistro,71,10%,6,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1093,"Roots By Meltingbites (Penang)",http://offpeak.my/restaurant/1093/roots-by-meltingbites-penang,http://offpeak.my/assets/restaurant/1093/gallery/d498d74734900610637cc5d8a5633305_sq.jpg,Café,Bistro,98,20%,8,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1094,"The Light Bulb (Penang)",http://offpeak.my/restaurant/1094/the-light-bulb-penang,http://offpeak.my/assets/restaurant/1094/gallery/3d4502041ce55ff03aa9e2ac680ee64d_sq.jpg,American,Penang,310,10%,14,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1099,"Garden Moment Coffee Bar (Penang)",http://offpeak.my/restaurant/1099/garden-moment-coffee-bar-penang,http://offpeak.my/assets/restaurant/1099/gallery/2018014d79e145a471394ba65e07b977_sq.jpg,Café,Bistro,137,10%,13,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1103,"Rics Burger (Penang)",http://offpeak.my/restaurant/1103/rics-burger-penang,http://offpeak.my/assets/restaurant/1103/gallery/a855bea5b083284cacdf1e53a4679f8c_sq.jpg,Burger,Penang,29,10%,16,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1104,"La Residenza Cafe (KD)",http://offpeak.my/restaurant/1104/la-residenza-cafe-kd,http://offpeak.my/assets/restaurant/1104/gallery/201b015b5b52f4bfebabfcda14a8477b_sq.jpg,Café,Bistro,317,25%,17,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1105,"Menya Miyabi Japanese Ramen (Penang)",http://offpeak.my/restaurant/1105/menya-miyabi-japanese-ramen-penang,http://offpeak.my/assets/restaurant/1105/gallery/fa41ac385eeb3e839fa5b43c1b4217be_sq.jpg,Japanese,Penang,389,10%,7,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1108,"The Library Coffee Bar (SS15)",http://offpeak.my/restaurant/1108/the-library-coffee-bar-ss15,http://offpeak.my/assets/restaurant/1108/gallery/39945a093a5067708321a2733c7afea1_sq.jpg,Café,Bistro,4285,20%,16,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1109,"Coffee On The Table (Penang)",http://offpeak.my/restaurant/1109/coffee-on-the-table-penang,http://offpeak.my/assets/restaurant/1109/gallery/36430aa5a4e0eac7884661c34da4fd50_sq.jpg,Fusion,Penang,126,10%,10,51,"2017-04-28 11:52:49","2017-04-28 11:52:49",0
1112,"Suntei Bento (Ipoh)",http://offpeak.my/restaurant/1112/suntei-bento-ipoh,http://offpeak.my/assets/restaurant/1112/gallery/d7fe1ed9a07f6386b7b2052e685a3aec_sq.jpg,Japanese,Perak,610,20%,13,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1115,"Coffee Venture (Penang)",http://offpeak.my/restaurant/1115/coffee-venture-penang,http://offpeak.my/assets/restaurant/1115/gallery/12b544bf9aff0d6f2ade4f2b69149dd8_sq.JPG,Café,Bistro,978,15%,5,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1116,"Monkeycup Cafe (Penang)",http://offpeak.my/restaurant/1116/monkeycup-cafe-penang,http://offpeak.my/assets/restaurant/1116/gallery/a9a26bfceb215ffa1487dc73f0583631_sq.jpg,Café,Bistro,1037,10%,8,7,"2017-04-28 11:52:12","2017-04-28 12:10:06",0
1117,"Say Cheese Cafe (Penang)",http://offpeak.my/restaurant/1117/say-cheese-cafe-penang,http://offpeak.my/assets/restaurant/1117/gallery/e453f2e80f7a7445ef8623db223c40ed_sq.jpg,Café,Bistro,134,10%,2,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1119,"Evento Caffe (Penang)",http://offpeak.my/restaurant/1119/evento-caffe-penang,http://offpeak.my/assets/restaurant/1119/gallery/8b7207b3ed422092b3315da733504fd0_sq.jpg,Café,Bistro,641,15%,4,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1121,"2F + Coffee by Yellow House (Penang)",http://offpeak.my/restaurant/1121/2f-coffee-by-yellow-house-penang,http://offpeak.my/assets/restaurant/1121/gallery/e87e8abd566ac8c7914aa331434d9021_sq.jpg,Café,Bistro,636,10%,8,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1122,"Keopi House (Penang)",http://offpeak.my/restaurant/1122/keopi-house-penang,http://offpeak.my/assets/restaurant/1122/gallery/234f9ee6427e32bdf25ca19e18f60cd2_sq.jpg,Café,Bistro,154,10%,7,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1124,"Marlons + Co - The Coffee Bar (Penang)",http://offpeak.my/restaurant/1124/marlons-co-the-coffee-bar-penang,http://offpeak.my/assets/restaurant/1124/gallery/732d1e42d16d83d3d03944d403613366_sq.jpg,Café,Bistro,582,10%,6,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1125,"Kopitan Queensbay Mall (Penang)",http://offpeak.my/restaurant/1125/kopitan-queensbay-mall-penang,http://offpeak.my/assets/restaurant/1125/gallery/320fa4753ad2c020b8101f440ce2ec61_sq.jpg,Café,Bistro,84,10%,11,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1126,"Kopitan Beach Street (Penang)",http://offpeak.my/restaurant/1126/kopitan-beach-street-penang,http://offpeak.my/assets/restaurant/1126/gallery/97a854053d0b0be20a99a5c93005fe1c_sq.jpg,Café,Bistro,23,10%,10,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1127,"Kopitan USM, Sungai Dua (Penang)",http://offpeak.my/restaurant/1127/kopitan-usm-sungai-dua-penang,http://offpeak.my/assets/restaurant/1127/gallery/7bd5fe581955d6d636c10c152de850fd_sq.jpg,Café,Bistro,16,10%,9,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1128,"Kopitan Sunway (Penang)",http://offpeak.my/restaurant/1128/kopitan-sunway-penang,http://offpeak.my/assets/restaurant/1128/gallery/3d39b65c68c0a358b9d8f31b37d5c111_sq.jpg,Café,Bistro,2,10%,8,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1129,"Kopitan Gurney Plaza (Penang)",http://offpeak.my/restaurant/1129/kopitan-gurney-plaza-penang,http://offpeak.my/assets/restaurant/1129/gallery/33a834dec9b2c13505329a4d0142e5c5_sq.jpg,Café,Bistro,8,10%,7,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1130,"Kopitan Kulim (Kedah)",http://offpeak.my/restaurant/1130/kopitan-kulim-kedah,http://offpeak.my/assets/restaurant/1130/gallery/1e9ed1033fbf2d5f6e34ab443d198435_sq.jpg,Café,Bistro,1,10%,6,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1131,"Kopitan Classic Aeon Mall (Taiping)",http://offpeak.my/restaurant/1131/kopitan-classic-aeon-mall-taiping,http://offpeak.my/assets/restaurant/1131/gallery/e1c1cb68fa052200daeb3f9aaf2f7fdc_sq.jpg,Café,Bistro,19,10%,5,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1134,"Blues And Bees (Lot 10 Shopping Centre)",http://offpeak.my/restaurant/1134/blues-and-bees-lot-10-shopping-centre,http://offpeak.my/assets/restaurant/1134/gallery/7ecd296fb3735034fa8a7e9b63ce7607_sq.JPG,American,"Kuala Lumpur",203,15%,12,10,"2017-04-28 11:52:14","2017-04-28 11:52:14",0
1135,"Guitar String Cafe (Lot 10 Shopping Centre)",http://offpeak.my/restaurant/1135/guitar-string-cafe-lot-10-shopping-centre,http://offpeak.my/assets/restaurant/1135/gallery/e4bb97b0c49abd3a0848d12efbafefa8_sq.jpg,Italian,"Kuala Lumpur",25,15%,13,10,"2017-04-28 11:52:14","2017-04-28 11:52:14",0
1148,"The Alley (Lagenda Heights)",http://offpeak.my/restaurant/1148/the-alley-lagenda-heights,http://offpeak.my/assets/restaurant/1148/gallery/63f0884fc9017d3a4228116c906549b9_sq.jpg,Café,Bistro,235,25%,16,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1149,"The Alley (Stewart Lane)",http://offpeak.my/restaurant/1149/the-alley-stewart-lane,http://offpeak.my/assets/restaurant/1149/gallery/0993cd1d32a0f78154cb3b352f42e9f9_sq.jpg,Café,Bistro,760,25%,15,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1152,"Cintra Heritage Cafe (Penang)",http://offpeak.my/restaurant/1152/cintra-heritage-cafe-penang,http://offpeak.my/assets/restaurant/1152/gallery/8cd4965543fadb2f24c4bb58683940fc_sq.jpg,Café,Bistro,40,20%,12,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1153,"Artichoke Cafe (Penang)",http://offpeak.my/restaurant/1153/artichoke-cafe-penang,http://offpeak.my/assets/restaurant/1153/gallery/6f3cbf1ce229cfbcbd41e08d912cb33e_sq.jpg,Café,Bistro,1311,10%,20,3,"2017-04-28 11:52:08","2017-04-28 11:52:08",0
1155,"Junk Cafe (Penang)",http://offpeak.my/restaurant/1155/junk-cafe-penang,http://offpeak.my/assets/restaurant/1155/gallery/cdfabc60f242b4a973ba324945557b6a_sq.jpg,Café,Bistro,97,15%,14,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1157,"Hana Cafe (Penang)",http://offpeak.my/restaurant/1157/hana-cafe-penang,http://offpeak.my/assets/restaurant/1157/gallery/a5cedb5cf597a23f413551f34cbb65c4_sq.jpg,Café,Bistro,466,20%,17,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1159,"Northern Hill Coffee (Bukit Mertajam)",http://offpeak.my/restaurant/1159/northern-hill-coffee-bukit-mertajam,http://offpeak.my/assets/restaurant/1159/gallery/dda0d79341360fe36e817dac728c5ee6_sq.jpg,Café,Bistro,154,10%,13,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1161,"Ardor Bar & Coffee (Penang)",http://offpeak.my/restaurant/1161/ardor-bar-coffee-penang,http://offpeak.my/assets/restaurant/1161/gallery/1db71ea530c88a5887a7a8943e4b803e_sq.jpg,"Pub & Bar",Penang,71,20%,17,13,"2017-04-28 11:52:17","2017-04-28 11:52:17",0
1167,"GA Nyonya Cuisine (Penang)",http://offpeak.my/restaurant/1167/ga-nyonya-cuisine-penang,http://offpeak.my/assets/restaurant/1167/gallery/f154a34d5f8f8de13b2f5fe120aeaf2d_sq.jpg,Nyonya,Penang,119,15%,3,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1169,"The Safe Room (Penang)",http://offpeak.my/restaurant/1169/the-safe-room-penang,http://offpeak.my/assets/restaurant/1169/gallery/bd96413551dd0346c8e1acfb02a1f472_sq.jpg,Café,Bistro,285,20%,2,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1170,"The Mugshot Cafe (Penang)",http://offpeak.my/restaurant/1170/the-mugshot-cafe-penang,http://offpeak.my/assets/restaurant/1170/gallery/72de56e5f3a42b3e7e2c2ef9895ea6d0_sq.jpg,Café,Bistro,226,10%,1,50,"2017-04-28 11:52:48","2017-04-28 11:52:48",0
1171,"Brown Pocket (Penang)",http://offpeak.my/restaurant/1171/brown-pocket-penang,http://offpeak.my/assets/restaurant/1171/gallery/c9ce9fbf9e2088634390b5e9e4490795_sq.jpg,Café,Bistro,681,30%,3,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1173,"Hammock Cafe (Penang)",http://offpeak.my/restaurant/1173/hammock-cafe-penang,http://offpeak.my/assets/restaurant/1173/gallery/de27a150b65c7847b537b61937cc1b17_sq.jpg,Café,Bistro,143,20%,20,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1175,"Laksalicious (Penang)",http://offpeak.my/restaurant/1175/laksalicious-penang,http://offpeak.my/assets/restaurant/1175/gallery/cab97c2d52b7831f42760d9f374d5b4c_sq.jpg,Asian,Penang,51,10%,19,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1176,"The Hillside (Penang)",http://offpeak.my/restaurant/1176/the-hillside-penang,http://offpeak.my/assets/restaurant/1176/gallery/e32ceeb4771ec3b99f488e4d2f41f2c5_sq.jpg,Café,Bistro,98,10%,18,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
1182,"Hungry & Thirsty (Seapark)",http://offpeak.my/restaurant/1182/hungry-thirsty-seapark,http://offpeak.my/assets/restaurant/1182/gallery/87a7ae3cd4fe9843a9deaa94eb34c174_sq.jpg,Fusion,Selangor,1035,30%,4,49,"2017-04-28 11:52:47","2017-04-28 11:52:47",0
